Year,Sector,Sub Sector,Organization,Operation,Operation Type,Address,City,Postal Code,GHG Emissions (kg),Energy Intensity (eWh/HDD/sq. ft)
2013,Public Hospital,Acute/Chronic Hospital,The Scarborough Hospital,The Scarborough Hospital - General Campus,Facilities used for hospital purposes,3050 Lawrence Avenue East,Toronto,M1P 2V5,5530048.535,24.95198963
2013,Public Hospital,Chronic Hospital,Thunder Bay Regional Health Sciences Centre,Thunder Bay Regional Health Sciences Centre,Facilities used for hospital purposes,980 Oliver Road,Thunder Bay,P7B 6V4,9731684.676,16.51336696
2013,Public Hospital,Chronic Hospital,Thunder Bay St. Joseph's Care Group,Lakehead Psychiatric Hospital,Facilities used for hospital purposes,580 North Algoma Street,Thunder Bay,P7A 8C5,2893921.722,6.822812437
2013,Public Hospital,Chronic Hospital,Thunder Bay St. Joseph's Care Group,St.Joseph's Hospital,Facilities used for hospital purposes,35 Algoma Street North,Thunder Bay,P7B 5G7,1764471.327,8.533755676
2013,Public Hospital,Acute/Chronic Hospital,Tillsonburg District Memorial Hospital,Doctors' Offices (Rolph),Administrative offices and related facilities,176 Rolph Street,Tillsonburg,N4G 3Z3,261.5962309,0.579782635
2013,Public Hospital,Acute/Chronic Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Facilities used for hospital purposes,167 Rolph Street,Tillsonburg,N4G 3Y9,1710940.0,18.78705274
2013,Public Hospital,Acute/Chronic Hospital,Timmins and District Hospital,Timmins District Hospital,Facilities used for hospital purposes,700 Ross Avenue East,Timmins,P4N 8P2,4862975.513,16.81627853
2013,Public Hospital,Chronic Hospital,Toronto Baycrest,Baycrest,Facilities used for hospital purposes,3560 Bathurst Street,Toronto,M6A 2E1,5743245.054,11.79418283
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,Brentcliffe,Administrative offices and related facilities,175 Brentcliffe Street,Toronto,M4G 3Z1,179927.0381,4.6844656669999996
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,College Street Site,Administrative offices and related facilities,250 College,Toronto,M5T 1R8,2171976.411,17.04926689
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,College Street Site,Administrative offices and related facilities,252 College Street,Toronto,M5T 1R7,21908.16458,5.670333928
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,College Street Site,Administrative offices and related facilities,175 College,Toronto,M5T 1P7,519.846068,0.151563168
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,Queen Street Site,Administrative offices and related facilities,30-60 White Squirrel Way,Toronto,M6J 1H4,364062.8754,9.013113128
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,Queen Street Site,Facilities used for hospital purposes,1001 Queen St West,Toronto,M6J 1H4,3638664.428,11.04658314
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,Queen Street Site,Administrative offices and related facilities,501 Queen Street,Toronto,M5S 2S1,16436.53083,4.328600157
2013,Public Hospital,Acute/Chronic Hospital,Toronto Centre for Addiction and Mental Health,Russell,Administrative offices and related facilities,33 Russell street,Toronto,M5S 2S1,1496391.006,13.95829261
2013,Public Hospital,Acute/Chronic Hospital,Toronto East General Hospital,Detox Centre,Administrative offices and related facilities,985 Danforth Ave,Toronto,M4J 1M1,42721.04484,6.116286277
2013,Public Hospital,Acute/Chronic Hospital,Toronto East General Hospital,Doctors' Offices,Administrative offices and related facilities,840 Coxwell,Toronto,M4C 5T2,154094.1016,4.09647862
2013,Public Hospital,Acute/Chronic Hospital,Toronto East General Hospital,Halfway House (Outreach Program),Administrative offices and related facilities,177 Danforth,Toronto,M1L 3X1,3237.30653,1.525504502
2013,Public Hospital,Acute/Chronic Hospital,Toronto East General Hospital,Medical Arts Building (Mortimer),Administrative offices and related facilities,555 Mortimer,East York,M4J 2G9,81490.8632,5.029148784
2013,Public Hospital,Acute/Chronic Hospital,Toronto East General Hospital,Toronto East General Hospital,Facilities used for hospital purposes,825 Coxwell Avenue,Toronto,M4C 3E7,8103059.712,18.3282123
2013,Public Hospital,Chronic Hospital,Toronto Holland Bloorview Kids Rehabilitation Hospital,Holland Bloorview Kids Rehabilitation Hospital,Facilities used for hospital purposes,150 Kilgour Road,Toronto,M4G 1R8,2504363.697,14.29801827
2013,Public Hospital,Acute Hospital,Toronto Hospital for Sick Children,Annex,Administrative offices and related facilities,170 Elizabeth St,Toronto,M5G 1X8,8352583.947,14.45465957
2013,Public Hospital,Acute Hospital,Toronto Hospital for Sick Children,Atrium,Facilities used for hospital purposes,555 University Ave,Toronto,M5G 1X8,5346029.333,12.88387452
2013,Public Hospital,Acute Hospital,Toronto Hospital for Sick Children,McMaster,Facilities used for hospital purposes,175 Elizabeth St,Toronto,M5G 2G3,1569225.594,16.96827402
2013,Public Hospital,Acute Hospital,Toronto Hospital for Sick Children,Peter Gilgan Centre for Research and Learning,Facilities used for hospital purposes,686 Bay St,Toronto,M5G 0A4,2307349.744,5.682667875
2013,Public Hospital,Acute/Chronic Hospital,Toronto Humber River Regional Hospital,Church Site,Administrative offices and related facilities,200 Church Street,Weston,M9N 1N8,199422.228,13.10981982
2013,Public Hospital,Acute/Chronic Hospital,Toronto Humber River Regional Hospital,Church Site,Facilities used for hospital purposes,200 Church Street,Weston,M9N 1N8,3789020.865,20.19620266
2013,Public Hospital,Acute/Chronic Hospital,Toronto Humber River Regional Hospital,Finch Site,Facilities used for hospital purposes,2111 Finch Avenue West,Downsview,M3N 1N1,4340481.765,29.81839349
2013,Public Hospital,Acute/Chronic Hospital,Toronto Humber River Regional Hospital,Finch Site,Administrative offices and related facilities,2111 Finch Avenue West,Downsview,M3N 1N1,228446.5297,19.35580809
2013,Public Hospital,Acute Hospital,Toronto Mount Sinai Hospital,Mount Sinai Hospital,Facilities used for hospital purposes,600 University Avenue,Toronto,M5G 1X5,10841968.71,15.92896597
2013,Public Hospital,Acute Hospital,Toronto Mount Sinai Hospital,Mount Sinai Hospital,Facilities used for hospital purposes,60 Murray Street,Toronto,M5T 3L9,953558.1186,13.91266423
2013,Public Hospital,Acute Hospital,Toronto Mount Sinai Hospital,Mount Sinai Hospital,Facilities used for hospital purposes,25 Orde Street,Toronto,M5T 3H7,3035478.856,36.83879402
2013,Public Hospital,Acute/Chronic Hospital,Toronto North York General,4000 Leslie,Administrative offices and related facilities,4000 Leslie St.,Toronto,M2K 2R9,62178.64167,11.22662866
2013,Public Hospital,Acute/Chronic Hospital,Toronto North York General,Branson Site,Facilities used for hospital purposes,555 Finch Avenue West,Toronto,M2R 1N5,2668487.455,15.06747233
2013,Public Hospital,Acute/Chronic Hospital,Toronto North York General,North York General Hospital - Main Site,Facilities used for hospital purposes,4001 Leslie St.,Toronto,M2K 1E1,6650116.126,19.8696993
2013,Public Hospital,Chronic Hospital,Toronto Providence Healthcare,Providence Main Hospital,Facilities used for hospital purposes,3276 St. Clair Ave. East,Toronto,M1L 1W1,3612320.328,11.06050145
2013,Public Hospital,Acute/Chronic Hospital,Toronto Rouge Valley Health System,Rouge Valley Ajax and Pickering,Facilities used for hospital purposes,580 Harwood Avenue South,Ajax,L1S 2J4,2862111.1,20.926841
2013,Public Hospital,Acute/Chronic Hospital,Toronto Rouge Valley Health System,Rouge Valley Ajax and Pickering,Administrative offices and related facilities,580 Harwood Avenue South,Ajax,L1S 2J4,505078.5362,20.92684424
2013,Public Hospital,Acute/Chronic Hospital,Toronto Rouge Valley Health System,Rouge Valley Centenary,Facilities used for hospital purposes,2867 Ellesmere Road,Toronto,M1E 4B9,5475702.566,16.85052702
2013,Public Hospital,Acute/Chronic Hospital,Toronto Rouge Valley Health System,Rouge Valley Centenary,Administrative offices and related facilities,2867 Ellesmere Road,Toronto,M1E 4B9,966299.4251,16.85068653
2013,Public Hospital,Chronic Hospital,Toronto Runnymede Healthcare Centre,Runnymede Healthcare Centre,Facilities used for hospital purposes,625 Runnymede,Toronto,M6S3A3,1504209.542,16.70048871
2013,Public Hospital,Acute/Chronic Hospital,Toronto St. Joseph's Health Care,St. Josephs Health Centre,Facilities used for hospital purposes,"1020 Islington Ave, Unit 11",Toronto,M8Z 6A4,86715.76784,14.5415323
2013,Public Hospital,Acute/Chronic Hospital,Toronto St. Joseph's Health Care,St. Josephs Health Centre,Facilities used for hospital purposes,30 The Queensway,Toronto,M6R 1B5,8971541.833,21.03808284
2013,Public Hospital,Acute/Chronic Hospital,Toronto St. Michael's Hospital,Health Centre and Administration offices,Administrative offices and related facilities,61 Queen Street,Toronto,M5C 2T2,162873.442,5.134510216
2013,Public Hospital,Acute/Chronic Hospital,Toronto St. Michael's Hospital,Li Ka Shing Knowledge Institute,Administrative offices and related facilities,209 Victoria Street,Toronto,M5B 1T8,2475076.011,15.66567236
2013,Public Hospital,Acute/Chronic Hospital,Toronto St. Michael's Hospital,St. Michael's Hospital,Facilities used for hospital purposes,30 Bond Street,Toronto,M5B 1W8,6899973.551,12.31989033
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - A - (88% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,1666851.373,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - B - (84% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,969579.1202,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - BU - (100% Chronic Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,127978.3682,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - C - (62% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,1885654.49,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - D - (82% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,1613745.277,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - E - (73% Office & Related),Administrative offices and related facilities,2075 Bayview Ave,Toronto,M4N 3M5,1880804.243,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - F - (72% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,584919.9199,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - G - (94% Office & Related),Administrative offices and related facilities,2075 Bayview Ave,Toronto,M4N 3M5,681701.0857,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - H - (54% Office & Related),Administrative offices and related facilities,2075 Bayview Ave,Toronto,M4N 3M5,1269167.433,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - J - (100% Office & Related),Administrative offices and related facilities,2075 Bayview Ave,Toronto,M4N 3M5,227238.188,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - K - (75% Chronic Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,2361870.564,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - L - (100% Chronic Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,2185189.272,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - M - (73% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,6189917.111,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - R - (100% Hospital Research),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,102671.5299,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - S - (100% Hospital Research),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,1485252.92,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - T - (90% Acute Hospital),Facilities used for hospital purposes,2075 Bayview Ave,Toronto,M4N 3M5,1913718.819,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Bayview - U - (45% Office & Related),Administrative offices and related facilities,2075 Bayview Ave,Toronto,M4N 3M5,930192.1312,19.25107773
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - Holland - O - (72% Acute Hospital),Facilities used for hospital purposes,43 Wellesley St E,Toronto,M4Y 1H1,1512343.994,20.8013004
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - SJR - AGN - (67% Office & Related),Administrative offices and related facilities,285 Cummer Ave,Toronto,M2M 2G1,171344.3655,11.58060763
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - SJR - AGS - (100% Chronic Hospital),Facilities used for hospital purposes,285 Cummer Ave,Toronto,M2M 2G1,429058.9126,11.58060763
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - SJR - BW - (100% Office & Related),Administrative offices and related facilities,285 Cummer Ave,Toronto,M2M 2G1,85711.42514,11.58060763
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - SJR - HE - (100% Acute Hospital),Facilities used for hospital purposes,285 Cummer Ave,Toronto,M2M 2G1,324459.399,11.58060763
2013,Public Hospital,Acute/Chronic Hospital,Toronto Sunnybrook health Sciences Centre,SB - SJR - SW - (85% Office & Related),Administrative offices and related facilities,285 Cummer Ave,Toronto,M2M 2G1,344299.6175,11.58060763
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre- Gage Building,Facilities used for hospital purposes,82 Buttonwood Ave.,Toronto,M6M 2J5,108659.8588,11.25169658
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre- Maintenance Building,Other,82 Buttonwood Ave.,Toronto,M6M 2J5,32597.95763,11.25169658
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre- Power Plant,Other,82 Buttonwood Ave.,Toronto,M6M 2J5,49983.52217,11.25169402
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre- Quonset Garage,Other,82 Buttonwood Ave.,Toronto,M6M 2J5,17385.57551,11.25169564
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre- Ruddy Building,Facilities used for hospital purposes,82 Buttonwood Ave.,Toronto,M6M 2J5,287948.5539,11.25169459
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre-Long Term Care Centre,Facilities used for hospital purposes,82 Buttonwood Ave.,Toronto,M6M 2J5,733454.0276,11.25169606
2013,Public Hospital,Chronic Hospital,Toronto West Park Healthcare Centre,West Park Healthcare Centre-Main Building,Facilities used for hospital purposes,82 Buttonwood Ave.,Toronto,M6M 2J5,1276769.6,11.25184017
2013,Public Hospital,Acute Hospital,Toronto's Woman's College Hospital,New Women's College Hospital,Facilities used for hospital purposes,76 Grenville Street,Toronto,M5S1B1,2178934.22,11.44770175
2013,Public Hospital,Acute Hospital,Toronto's Woman's College Hospital,Women's College Hospital,Facilities used for hospital purposes,76 Greville St. ,Toronto,M5S 1B2,0.0,0.0
2013,Public Hospital,Acute/Chronic Hospital,Trillium Health Partners,Clinical Administration Building,Administrative offices and related facilities,15 Bronte College Crt,Mississauga,L5B 0E7,308058.29,5.841831729
2013,Public Hospital,Acute/Chronic Hospital,Trillium Health Partners,Credit Valley  Hospital,Facilities used for hospital purposes,2200 Eglinton Ave West,Mississauga,L5M 2N1,9816669.936,19.52564594
2013,Public Hospital,Acute/Chronic Hospital,Trillium Health Partners,Mississauga Main Hospital,Facilities used for hospital purposes,100 Queensway West,Mississauga,L5B 1B8,8201845.172,19.04791117
2013,Public Hospital,Acute/Chronic Hospital,Trillium Health Partners,Queensway Health Centre,Facilities used for hospital purposes,150 Sherway Drive,Toronto,M9C 1A5,3496335.988,17.87680261
2013,Public Hospital,Acute/Chronic Hospital,Wallaceburg Sydenham District Hospital,CKHA - Sydenham Campus,Facilities used for hospital purposes,325 Margaret Ave,Wallaceburg,N8A 2A7,800726.4385,16.56392627
2013,Public Hospital,Acute/Chronic Hospital,West Parry Sound Health Centre,West Parry Sound Health Centre,Facilities used for hospital purposes,6 Albert Street,Parry Sound,P2A 3A4,3242687.908,18.15963619
2013,Public Hospital,Chronic Hospital,Whitby Ontario Shores Centre for Mental Health Sciences,Ontario Shores,Other,700 Gordon Street,Whitby,L1N 5S9,0.0,0.0
2013,Public Hospital,Chronic Hospital,Whitby Ontario Shores Centre for Mental Health Sciences,Ontario Shores,Facilities used for hospital purposes,700 Gordon Street,Whitby,L1N 5S9,2876535.135,12.762355
2013,Public Hospital,Acute/Chronic Hospital,Winchester District Memorial Hospital,Louise Harvey Dillabough Building,Administrative offices and related facilities,550 Louise Street,Winchester,K0C 2K0,19446.51497,4.934560854
2013,Public Hospital,Acute/Chronic Hospital,Winchester District Memorial Hospital,Winchester District Memorial Hospital,Facilities used for hospital purposes,566 Louise Street,Winchester,K0C 2K0,1728739.471,18.95925872
2013,Public Hospital,Acute/Chronic Hospital,Windsor Regional Hospital,Windsor Regional Hospital Metropolitan Campus,Facilities used for hospital purposes,1995 Lens Ave,Windsor,N8W 1L9,6854366.83,22.40016018
2013,Public Hospital,Acute/Chronic Hospital,Windsor Regional Hospital,Windsor Regional Hospital Ouellette Campus,Facilities used for hospital purposes,1030 Ouellette Ave,Windsor,N9A 1E1,1523755.963,4.152146635
2013,Public Hospital,Acute/Chronic Hospital,Windsor Regional Hospital,Windsor Regional Hospital Tayfour Campus,Facilities used for hospital purposes,1453 Prince Rd,Windsor,N9C 3Z4,3423618.906,9.405608281
2013,Public Hospital,Acute/Chronic Hospital,Wingham and District Hospital,Wingham and District Hospital,Facilities used for hospital purposes,270 Carling Terrace,Wingham,N0G 2W0,791312.8573,15.90523028
2013,Public Hospital,Acute/Chronic Hospital,Wingham and District Hospital,Wingham and District Hospital,Administrative offices and related facilities,270 Carling Terrace,Wingham,N0G 2W0,24474.33712,15.90466286
2013,Public Hospital,Acute/Chronic Hospital,Woodstock General Hospital,WH - Medical Building,Administrative offices and related facilities,333 Athlone Ave,Woodstock,N4V 0A4,96759.82581,6.458071084
2013,Public Hospital,Acute/Chronic Hospital,Woodstock General Hospital,WH - New Site,Facilities used for hospital purposes,310 Juliana Street,Woodstock,N4V 0A4,2943545.009,16.84245382
2013,Public Hospital,Acute/Chronic Hospital,Woodstock General Hospital,WH - New Site Administrative,Administrative offices and related facilities,310 Juliana Street,Woodstock,N4V 0A4,264187.2334,16.84245544
2014,Public Hospital,Acute/Chronic Hospital,Alexandra Hospital,Alexandra Hospital,Facilities used for hospital purposes,29 Noxon Street,Ingersoll,N5C 3V6,981710.0841,17.99625631
2014,Public Hospital,Acute/Chronic Hospital,Alexandria Glengarry Memorial Hospital,Glengarry Memorial Hospital,Facilities used for hospital purposes,20260 County Road 43,Alexandria,K0C 1A0,433501.7369,9.686062261
2014,Public Hospital,Acute/Chronic Hospital,Almonte General Hospital,Hospital Admin,Administrative offices and related facilities,75 Spring Street,Almonte,K0A 1A0,28724.02111,11.23755838
2014,Public Hospital,Acute/Chronic Hospital,Almonte General Hospital,Almonte General Hospital,Facilities used for hospital purposes,75 Spring Street,Almonte,K0A 1A0,447682.7143,12.00765775
2014,Public Hospital,Acute/Chronic Hospital,Arnprior and District Memorial,Arnprior and District Memorial Hospital,Facilities used for hospital purposes,350 John StreetN,Arnprior,K7S 2P6,837635.8865,49.50350808
2014,Public Hospital,Acute/Chronic Hospital,Atikokan General Hospital,Atikokan General Hospital,Administrative offices and related facilities,120 Dorothy Street Box 2490,Atikokan,P0T 1C0,9783.157611,9.914528348
2014,Public Hospital,Acute/Chronic Hospital,Atikokan General Hospital,Atikokan General Hospital,Facilities used for hospital purposes,120 Dorothy Street Box 2490,Atikokan,P0T 1C0,527765.5889,9.92100147
2014,Public Hospital,Acute Hospital,Barrie Royal Victoria Regional Health Centre,Community Care Centre,Facilities used for hospital purposes,70 Wellington Street,Barrie,L4N 1K4,8014.367853,1.320945207
2014,Public Hospital,Acute Hospital,Barrie Royal Victoria Regional Health Centre,Dialysis,Facilities used for hospital purposes,66 Wellington Street,Barrie,L4N 1K4,41276.39679,35.24724564
2014,Public Hospital,Acute Hospital,Barrie Royal Victoria Regional Health Centre,Royal Victoria Regional Health Centre,Facilities used for hospital purposes,201 Georgian Drive,Barrie,L4M 6M2,9563965.256,20.82009522
2014,Public Hospital,Acute Hospital,Barrie Royal Victoria Regional Health Centre,Rotary Place,Administrative offices and related facilities,201 Georgian Drive,Barrie,L4M 6M2,417561.7478,10.6325467
2014,Public Hospital,Acute/Chronic Hospital,Barry's Bay St. Frances Memorial Hospital,St. Francis Memorial Hospital (9 Memorial),Administrative offices and related facilities,9 St. Francis Memorial Drive,Barry's Bay,K0J 1B0,3284.896833,3.879487806
2014,Public Hospital,Acute/Chronic Hospital,Barry's Bay St. Frances Memorial Hospital,St. Francis Memorial Hospital,Facilities used for hospital purposes,7 St. Francis Memorial Drive,Barry's Bay,K0J 1B0,262634.3027,7.618600776
2014,Public Hospital,Acute Hospital,Barry's Bay St. Frances Memorial Hospital,Rainbow Valley Community Health Centre,Administrative offices and related facilities,49 Mill Street,Killaloe,K0J 2A0,7162.880417,7.791082018
2014,Public Hospital,Acute Hospital,Barry's Bay St. Frances Memorial Hospital,St Francis Health Centre,Facilities used for hospital purposes,21 St. Francis Memorial Drive,Barry's Bay,K0J 1B0,45442.38648,4.639040516
2014,Public Hospital,Acute/Chronic Hospital,Belleville Quinte Healthcare Corporation,Belleville General Hospital,Facilities used for hospital purposes,265 Dundas St. E.,Belleville,K8N 5A9,6130727.877,15.17335714
2014,Public Hospital,Acute/Chronic Hospital,Belleville Quinte Healthcare Corporation,Prince Edward County Memeorial Hospital,Facilities used for hospital purposes,403 Main St. PO Box 1900,Picton,K0K 2T0,444360.3707,13.07878217
2014,Public Hospital,Acute/Chronic Hospital,Belleville Quinte Healthcare Corporation,Trenton Memorial Hospital,Facilities used for hospital purposes,242 Dundas St. E.,Trenton,K8V 5S6,1189015.709,12.75908665
2014,Public Hospital,Acute/Chronic Hospital,Blind River District Health Centre,North Shore Health Network,Facilities used for hospital purposes,525 Causley Street,Blind River,P0R 1B0,810904.1218,9.405682201
2014,Public Hospital,Acute/Chronic Hospital,Brampton William Osler Health System,Medical Office Building,Administrative offices and related facilities,89 Humber College Blvd,Etobicoke,M9V 4B8,84587.2551,12.41864236
2014,Public Hospital,Acute/Chronic Hospital,Brampton William Osler Health System,Brampton Civic Hospital,Facilities used for hospital purposes,2100 Bovaird Drive East,Brampton,L6R 3S7,14320972.24,19.98999327
2014,Public Hospital,Acute/Chronic Hospital,Brampton William Osler Health System,Chemical Detox Centre,Administrative offices and related facilities,135 McLaughlin Rd S,Brampton,L6Y 2C7,61224.31763,10.41365168
2014,Public Hospital,Acute/Chronic Hospital,Brampton William Osler Health System,Etobicoke General Hospital,Facilities used for hospital purposes,101 Humber College Blvd,Etobicoke,M9V 1R8,6282339.787,25.30929181
2014,Public Hospital,Acute/Chronic Hospital,Brant Community Healthcare System,Brantford General Hospital,Facilities used for hospital purposes,200 Terrace Hill St,Brantford,N3R 1G9,3634899.125,17.63281699
2014,Public Hospital,Acute/Chronic Hospital,Brant Community Healthcare System,Brantford General Hospital,Administrative offices and related facilities,200 Terrace Hill St,Brantford,N3R 1G9,2080350.852,17.62715389
2014,Public Hospital,Acute/Chronic Hospital,Brant Community Healthcare System,The Willet Urgent Care,Administrative offices and related facilities,238 Grand River N,Paris,N3L 2N7,73633.82862,1.369980907
2014,Public Hospital,Acute/Chronic Hospital,Brockville General Hospital,BGH Charles Street Site,Facilities used for hospital purposes,75 Charles St.,Brockville,K6V1S8,2435401.007,20.24952782
2014,Public Hospital,Acute/Chronic Hospital,Brockville General Hospital,BGH Garden Street Site,Administrative offices and related facilities,42 Garden St.,Brockville,K6V 2C3,413628.7858,12.88179666
2014,Public Hospital,Acute/Chronic Hospital,Brockville General Hospital,BGH Charles Street Site,Administrative offices and related facilities,75 Charles St.,Brockville,K6V1S8,900762.9681,27.95726601
2014,Public Hospital,Acute/Chronic Hospital,Brockville General Hospital,BGH Garden Street Site,Facilities used for hospital purposes,42 Garden St.,Brockville,K6V 2C3,669905.7951,39.63459893
2014,Public Hospital,Acute/Chronic Hospital,Brockville General Hospital,BGH McDougal Building,Administrative offices and related facilities,70 Charles St.,Brockville,K6V 1T3,22769.55857,6.420782641
2014,Public Hospital,Acute/Chronic Hospital,Burlington Joseph Brant Memorial,Joseph Brant Memorial Hospital,Facilities used for hospital purposes,1230 North Shore Blvd,Burlington,L7S 1W7,3771098.375,19.01757924
2014,Public Hospital,Acute/Chronic Hospital,Cambridge Memorial Hospital,Cambridge Memorial Hospital,Facilities used for hospital purposes,700 Coronation Boulevard,Cambridge,N1R 3G2,2990215.801,14.46300893
2014,Public Hospital,Acute/Chronic Hospital,Campbellford Memorial Hospital,Campbellford Memorial Hospital,Facilities used for hospital purposes,146 Oliver Road,Campbellford,K0L 1L0,731176.6881,14.1921997
2014,Public Hospital,Acute Hospital,Carleton Place and District Memorial Hospital,Carleton Place and District Memorial Hospital,Facilities used for hospital purposes,211 Lake Avenue East,Carleton Place,K7C 1J4,367877.274,16.10231341
2014,Public Hospital,Acute/Chronic Hospital,Chapleau Services de Sant‚ de Chapleau Health Services,Chapleau Services de Sant‚ de Chapleau Health Services,Facilities used for hospital purposes,6 Broomhead Road,Chapleau,P0M 1K0,561754.3478,13.24972336
2014,Public Hospital,Acute Hospital,Clinton Public Hospital,Clinton Public Hospital,Facilities used for hospital purposes,98 Shipley Street,Clinton,N0M 1L0,231960.3844,9.679537127
2014,Public Hospital,Acute/Chronic Hospital,Cobourg Northumberland Hills Hospital,northumberland hills Hospital,Facilities used for hospital purposes,1000 DePalma Drive,Cobourg Ontario,K9A 5W6,434275.2716,3.415136986
2014,Public Hospital,Acute/Chronic Hospital,Cochrane Lady Minto Hospital,The Lady Minto Hospital,Facilities used for hospital purposes,241 Eighth Street,Cochrane,P0L 1C0,1011493.222,17.79712219
2014,Public Hospital,Acute Hospital,Collingwood General and Marine Hospital,Collingwood General and Marine Hospital,Facilities used for hospital purposes,459 Hume Street,Collingwood,L9Y 1W9,1394309.836,21.14403873
2014,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,Main,Facilities used for hospital purposes,510 - 2nd Street,Cornwall,K6H 1Z6,964227.1954,13.12258474
2014,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,Steam Plant,Administrative offices and related facilities,510 - 2nd Street,Cornwall,K6H 1Z6,14265.67513,7.963651551
2014,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,The Annex,Administrative offices and related facilities,840 McConnell Avenue,Cornwall,K6H 5S5,43066.18907,7.963651551
2014,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,West Wing Addition,Facilities used for hospital purposes,840 McConnell Avenue,Cornwall,K6H 5S5,827020.1927,13.12258474
